,Plant Id,"Reported
Prime Mover",Plant State,Census Region,NERC Region,"Elec Fuel Consumption
MMBtu","Net Generation
(Megawatthours)",Plant Code,Sector Name,Utility Name,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Number of Turbines,turbine_capacity (KW),hub_height (m),rotor_diameter (m),rotor_swept area (m2),max_height (m),xlong,ylat,uptime,efficiency,avg_tgen,avg_fuel,avg_tcap,cluster
1036,62269,WT,MN,WNC,MRO,3109559,351601,62269,IPP Non-CHP,"EDF Renewable Asset Holdings, Inc.",100,100,100,39,2583.333333,84.35897436,118.4615385,11034.23641,143.6897436,-96.11615482,44.03876354,3516.01,0.113071017,9015.410256,79732.28205,2.564102564,2
1037,62290,WT,MI,ENC,RFC,3909747,442079,62290,Electric Utility,DTE Electric Company,168.6,168.6,168.6,68,2479.411765,88.07352941,125.8676471,12451.57838,150.9279412,-84.45323946,43.28520106,2622.058126,0.113070999,6501.161765,57496.27941,2.479411765,1
1038,62291,WT,MN,WNC,MRO,1143944,129347,62291,IPP Non-CHP,"Palmer's Creek Wind Farm, LLC",44.6,44.6,44.6,18,2476.470588,88.82352941,116,10568.32,146.9235294,-95.57026841,44.85781371,2900.156951,0.113071094,7185.944444,63552.44444,2.477777778,1
1039,62356,WT,TX,WSC,TRE,6606671,747023,62356,IPP Non-CHP,"Lockett Windfarm, LLC",183.8,183.8,183.8,75,2450,89,127,12667.69,152.4,-99.25077655,34.07962882,4064.325354,0.113071016,9960.306667,88088.94667,2.450666667,2
1040,62364,WT,MN,WNC,MRO,8283626,936638,62364,IPP Non-CHP,"Nobles 2 Power Partners, LLC",250,250,250,74,3383.783784,81.72972973,132.4864865,13847.88216,147.972973,-95.85068193,43.79971496,3746.552,0.113071015,12657.27027,111940.8919,3.378378378,2
1041,62380,WT,ND,WNC,MRO,6469149,731473,62380,IPP Non-CHP,"Emmons-Logan Wind, LLC",200,200,200,123,2121.960784,82.05882353,108.2254902,9231.086373,136.1519608,-99.98295074,46.38425247,3657.365,0.113070977,5946.934959,52594.70732,1.62601626,1
1042,62411,WT,TX,WSC,TRE,3150375,356216,62411,IPP Non-CHP,"Griffin Trail Wind, LLC",225.6,225.6,225.6,80,2820,89,127,12667.69,152.4,-99.57637701,33.61030846,1578.971631,0.113070984,4452.7,39379.6875,2.82,0
1043,62417,WT,TX,WSC,TRE,3274924,370299,62417,IPP Non-CHP,RWE Renewables Americas LLC,151.2,151.2,151.2,48,3150,87.5,125,12271.85,150,-95.90200289,28.866219,2449.06746,0.113071021,7714.5625,68227.58333,3.15,2
1044,62431,WT,SD,WNC,MRO,3614515,408697,62431,IPP Non-CHP,Willow Creek Wind Power LLC,105,103.5,103.5,38,2800,89,127,12667.69,152.4,-103.2479208,44.86793153,3892.352381,0.113071048,10755.18421,95118.81579,2.763157895,2
1045,62445,WT,CO,MTN,WECC,1630754,184391,62445,IPP Non-CHP,Black Hills Electric Generation LLC,59.4,59.4,59.4,27,2200,80,120,11309.73,139.9,-104.4210161,37.77590837,3104.225589,0.113071009,6829.296296,60398.2963,2.2,1
1046,62475,WT,MO,WNC,MRO,3200219,361852,62475,Electric Utility,Empire District Electric Co,149.4,145.6,145.6,69,2165.217391,121.6521739,118.2608696,10995.57174,180.7826087,-94.04852878,37.28456077,2422.034806,0.113071012,5244.231884,46379.98551,2.165217391,1
1047,62478,WT,MO,WNC,MRO,4398492,497342,62478,Electric Utility,Empire District Electric Co,149.4,145.5,145.5,69,2165.217391,121.6521739,118.2608696,10995.57174,180.7826087,-94.48203713,37.41728071,3328.92905,0.113071025,7207.855072,63746.26087,2.165217391,1
1048,62481,WT,KS,WNC,MRO,5830054,659210,62481,Electric Utility,Empire District Electric Co,301,294.4,294.4,139,2165.467626,121.6546763,118.2733813,10997.83187,180.7913669,-95.3857787,37.49976962,2190.066445,0.113070994,4742.517986,41942.83453,2.165467626,0
1049,62482,WT,WV,SAT,RFC,1367812,154660,62482,IPP Non-CHP,Southern Power Co,56.2,56.2,56.2,20,2810,89.1,125.9,12457.753,151.97,-80.6210555,38.1013483,2751.957295,0.113071095,7733,68390.6,2.81,2
1050,62488,WT,KS,WNC,MRO,5398332,610395,62488,IPP Non-CHP,Prairie Queen Wind Farm LLC,199.3,199.3,199.3,59,3377.542373,108.4067797,130.8813559,13458.10542,173.9101695,-95.24388949,37.97857071,3062.694431,0.113071037,10345.67797,91497.15254,3.377966102,2
1051,62489,WT,CO,MTN,WECC,3194567,361213,62489,IPP Non-CHP,EDP Renewables North America LLC,104,104,104,25,4160,105,147.2,17042.512,178.7,-102.8298628,39.06085504,3473.201923,0.113071036,14448.52,127782.68,4.16,2
1052,62494,WT,OK,WSC,MRO,9047714,1023034,62494,IPP Non-CHP,Skeleton Creek Energy Center,250,250,250,95,2757.142857,87.91208791,125.6703297,12413.92,150.6714286,-98.19120091,36.52423682,4092.136,0.113070992,10768.77895,95239.09474,2.631578947,2
1053,62516,WT,WY,MTN,WECC,3920262,443268,62516,Electric Utility,PacifiCorp,503.2,503.2,503.2,132,3812.121212,81.57575758,130.4848485,13461.1503,146.8181818,-106.1251498,42.12964091,880.8982512,0.113071014,3358.090909,29698.95455,3.812121212,0
1054,62562,WT,TX,WSC,TRE,13282231,1501835,62562,IPP Non-CHP,"High Lonesome Wind Power, LLC",499.5,499.5,499.5,162,3052.042683,83.93902439,126.4512195,12593.73768,147.1664634,-101.9267186,31.10320555,3006.676677,0.113070989,9270.58642,81989.08025,3.083333333,2
1055,62563,WT,MO,WNC,SERC,7086202,801244,62563,Electric Utility,Union Electric Co - (MO),400,99,177,175,2285.714286,92.13714286,119.4514286,11209.77343,151.956,-92.46921176,40.36327507,2003.11,0.113071008,4578.537143,40492.58286,2.285714286,0
1056,62566,WT,TX,WSC,TRE,7219093,816270,62566,IPP Non-CHP,"Blue Summit III Wind, LLC",200.2,200.2,200.2,82,2441.463415,88.12195122,124.6585366,12244.72415,150.3512195,-99.55353393,34.1788611,4077.272727,0.113070991,9954.512195,88037.71951,2.441463415,2
1057,62587,WT,TX,WSC,TRE,11002158,1244025,62587,IPP Non-CHP,Mesquite Star LLC,418.9,418.9,418.9,120,3550,101.5,132,13684.78,167.6,-100.5588074,32.58445883,2969.742182,0.113070999,10366.875,91684.65,3.490833333,2
1058,62591,WT,WY,MTN,WECC,6517179,736904,62591,Electric Utility,PacifiCorp,250.9,250.9,250.9,63,3955.172414,81.65517241,132.5517241,13844.23724,147.9482759,-106.3228526,41.95415266,2937.042646,0.113071008,11696.88889,103447.2857,3.982539683,2
1059,62606,WT,IL,ENC,SERC,1812409,204931,62606,IPP Non-CHP,Whitney Hill Wind Power LLC,65,65,65,24,2720,90,116,10568.32,148.1,-89.26196043,39.96497709,3152.784615,0.113071056,8538.791667,75517.04167,2.708333333,2
1060,62618,WT,TX,WSC,TRE,1070379,121029,62618,IPP Non-CHP,Hidalgo Wind Farm II LLC,50.4,50.4,50.4,14,3600,112,136,14526.72,180.1,-98.48776464,26.53702071,2401.369048,0.113071165,8644.928571,76455.64286,3.6,2
1061,62620,WT,TX,WSC,TRE,10533231,1191003,62620,IPP Non-CHP,"Sage Draw Wind, LLC",338.4,338.4,338.4,120,2820,89,127,12667.69,152.4,-101.5753747,33.31251864,3519.512411,0.113071004,9925.025,87776.925,2.82,2
1062,62624,WT,MO,WNC,MRO,7010231,792654,62624,IPP Non-CHP,"White Cloud Wind Project, LLC",236.5,236.5,236.5,89,2657.303371,105.4157303,126.6516854,12629.00787,168.6539326,-94.97294603,40.2647284,3351.602537,0.113071024,8906.224719,78766.64045,2.657303371,2
1063,62630,WT,TX,WSC,TRE,5272288,596143,62630,IPP Non-CHP,Engie North America,160.7,160.7,160.7,57,2820,89,127,12667.69,152.4018868,-102.9368864,32.39042785,3709.66397,0.113071023,10458.64912,92496.2807,2.819298246,2
1064,62653,WT,OH,ENC,RFC,92599,10470,62653,Industrial Non-CHP,OEE XXX LLC,4.5,4.5,4.5,3,1500,80,87,5944.68,123.4,-83.637009,41.09112533,2326.666667,0.113068176,3490,30866.33333,1.5,0
1065,62711,WT,NE,WNC,MRO,7865393,889348,62711,IPP Non-CHP,"Plum Creek Wind, LLC",230,230,230,82,2820,89,127,12667.69,152.4,-97.23481355,42.14848361,3866.730435,0.113071019,10845.70732,95919.42683,2.804878049,2
1066,62715,WT,TX,WSC,TRE,2398147,271161,62715,IPP Non-CHP,Wildcat Creek Wind Farm LLC,180.1,180.1,180.1,52,3462.980769,81.875,132.75,13928.14577,148.2307692,-97.34624835,33.56036263,1505.613548,0.11307105,5214.634615,46118.21154,3.463461538,0
1067,62736,WT,NY,MAT,NPCC,4715,533,62736,Industrial CHP,Harbec Energy,1.2,1.2,1.2,2,550,47.5,43.5,1651.3,69.55,-77.360939,43.226522,444.1666667,0.113043478,266.5,2357.5,0.6,0
1068,62745,WT,OR,PACC,WECC,6310494,713534,62745,IPP Non-CHP,"Wheatridge Wind Holdings, LLC",200,200,200,126,2520,89,127,12667.69,152.4,-119.5864287,45.51754346,3567.67,0.113071021,5662.968254,50083.28571,1.587301587,1
1069,62752,WT,OH,ENC,RFC,99920,11298,62752,Industrial Non-CHP,OEE XXVIII LLC,4.5,4.5,4.5,3,1500,80,87,5944.68,123.4,-84.612828,41.189889,2510.666667,0.113070456,3766,33306.66667,1.5,0
1070,62765,WT,TX,WSC,TRE,7719371,872837,62765,IPP Non-CHP,Longroad Energy Services LLC,242.8,242.8,242.8,67,3623.880597,102.4626866,139.4328358,15505.07403,172.2537313,-99.74158225,33.73244722,3594.88056,0.113071,13027.41791,115214.4925,3.623880597,2
1071,62782,WT,ND,WNC,MRO,2846,322,62782,Commercial Non-CHP,General Services Administration - Region 8,1,0.8,1,1,1000,70,59,2733.97,99.4,-97.241592,48.996891,322,0.113141251,322,2846,1,0
1072,62795,WT,IA,WNC,MRO,7044792,796562,62795,Electric Utility,MidAmerican Energy Co,201,202.4,202.4,81,2498.271605,88.11111111,125.9135802,12460.34481,150.9876543,-95.47182278,42.41445819,3962.995025,0.113071046,9834.098765,86972.74074,2.481481481,2
1073,62836,WT,TX,WSC,TRE,1571907,177737,62836,IPP Non-CHP,"Maryneal Windpower, LLC",182.4,182.4,182.4,38,4800,108,149,17436.62,182.6,-100.4672698,32.2014895,974.435307,0.113070939,4677.289474,41365.97368,4.8,0
1074,62837,WT,OK,WSC,MRO,4762362,538485,62837,IPP Non-CHP,"Frontier Windpower II, LLC",351.8,351.8,351.8,74,4800,108,149,17436.62,182.6,-97.01121653,36.85084092,1530.656623,0.113070993,7276.824324,64356.24324,4.754054054,2
1075,62840,WT,CO,MTN,WECC,5196097,587528,62840,IPP Non-CHP,"Leeward Asset Management, LLC",171.7,171.7,171.7,62,2769.677419,89,125.9354839,12464.52516,151.8677419,-104.0188333,40.96966392,3421.828771,0.113071022,9476.258065,83808.01613,2.769354839,2
1076,62871,WT,OK,WSC,MRO,4227602,478019,62871,IPP Non-CHP,RWE Renewables Americas LLC,148.4,148.4,148.4,60,2473.333333,89.66666667,119.6666667,11268.11,149.5333333,-99.32701093,36.54506607,3221.152291,0.113070956,7966.983333,70460.03333,2.473333333,2
1077,62891,WT,IN,ENC,RFC,2801655,316786,62891,IPP Non-CHP,Rosewater Wind Farm LLC,102,102,102,25,4080,105,147.2,17042.512,178.7,-86.95393556,40.78259048,3105.745098,0.113071024,12671.44,112066.2,4.08,2
1078,62897,WT,MA,NEW,NPCC,98998,11194,62897,IPP Non-CHP,Greenbacker Renewable Energy Corporation,5,5,5,2,2500,90,109,9331.32,144.5,-72.8711525,42.212663,2238.8,0.113072991,5597,49499,2.5,1
1079,62909,WT,TX,WSC,TRE,2747107,310618,62909,IPP Non-CHP,RWE Renewables Americas LLC,200.2,200.2,200.2,91,2198.913043,92.01630435,119.9456522,11299.91255,152.0875,-97.7856328,26.37045111,1551.538462,0.113070951,3413.384615,30187.98901,2.2,0
1080,62936,WT,WA,PACC,WECC,3771984,426502,62936,IPP Non-CHP,"Rattlesnake Flat, LLC",144,144,144,57,2629.824561,85.77192982,125.3157895,12384.03281,148.4473684,-118.4229476,46.89636142,2961.819444,0.113070999,7482.491228,66175.15789,2.526315789,1
1081,62938,WT,ND,WNC,MRO,3520468,398063,62938,IPP Non-CHP,Allete Clean Energy,106.7,106.7,106.7,43,2481.395349,90,116,10568.32,148.1,-101.82193,46.96964619,3730.674789,0.113071046,9257.27907,81871.34884,2.481395349,2
1082,62939,WT,MT,MTN,WECC,2596006,293533,62939,IPP Non-CHP,Allete Clean Energy,80,80,80,29,2755.172414,89.96551724,125.862069,12450.51379,152.9896552,-110.6343181,47.30587038,3669.1625,0.113071002,10121.82759,89517.44828,2.75862069,2
1083,62943,WT,SD,WNC,MRO,7852912,887937,62943,IPP Non-CHP,Southern Power Co,300,300,300,109,2820,89,127,12667.69,152.4,-96.58947041,44.88151951,2959.79,0.113071049,8146.211009,72045.06422,2.752293578,2
1084,62944,WT,OH,ENC,RFC,3339387,377588,62944,IPP Non-CHP,Paulding Wind Farm IV LLC,125.1,125.1,125.1,31,4064.516129,105,146.8387097,16961.35742,178.5193548,-84.6726759,41.08382842,3018.289369,0.113071052,12180.25806,107722.1613,4.035483871,2
1085,62952,WT,CO,MTN,WECC,16271694,1839857,62952,Electric Utility,Public Service Co of Colorado,498.4,477.1,477.1,229,2177.192982,80,118.8596491,11103.73588,139.3412281,-102.2621229,39.01470702,3691.526886,0.113071018,8034.310044,71055.43231,2.176419214,2
1086,63025,WT,MO,WNC,MRO,6616738,748161,63025,IPP Non-CHP,"Clear Creek Wind, LLC",242,242,242,111,2180.18018,90.81081081,119.009009,11130.7164,150.4054054,-94.90593416,40.47730453,3091.57438,0.113070972,6740.189189,59610.25225,2.18018018,1
1087,63030,WT,TX,WSC,TRE,7302173,825664,63030,IPP Non-CHP,Canadian Breaks LLC,210.1,210.1,210.1,87,2300,80,108,9160.88,134.1,-102.3149585,35.19933081,3929.86197,0.113071,9490.390805,83933.02299,2.414942529,2
1088,63053,WT,IA,WNC,MRO,12540402,1417956,63053,Electric Utility,MidAmerican Energy Co,340,340,340,170,2000,95,110,9503.32,150,-94.54592526,43.19905212,4170.458824,0.113071016,8340.917647,73767.07059,2,2
1089,63100,WT,TX,WSC,TRE,6763653,764773,63100,IPP Non-CHP,Engie North America,300,300,300,100,3000,82,140,15393.8,152.1,-96.8035253,31.58909066,2549.243333,0.113070999,7647.73,67636.53,3,2
1090,63101,WT,TX,WSC,TRE,4855063,548967,63101,IPP Non-CHP,Engie North America,201.6,201.6,201.6,48,4200,110,155,18869.19,187.5,-99.03679425,26.71041013,2723.050595,0.113071035,11436.8125,101147.1458,4.2,2
1091,63102,WT,SD,WNC,MRO,2609140,295018,63102,IPP Non-CHP,Engie North America,153.6,153.6,153.6,32,4800,108,149,17436.62,182.5,-97.11808921,45.28934407,1920.690104,0.113070974,9219.3125,81535.625,4.8,2
1092,63103,WT,SD,WNC,MRO,9091366,1027970,63103,IPP Non-CHP,Engie North America,250.2,250.2,250.2,92,2720,90,116,10568.32,148.1,-99.55868501,44.44650229,4108.593125,0.113071017,11173.58696,98819.19565,2.719565217,2
1093,63104,WT,OK,WSC,MRO,7150198,808480,63104,IPP Non-CHP,Engie North America,248.2,248.2,248.2,88,2820,89,127,12667.69,152.5,-97.45081236,36.39519703,3257.373086,0.113070995,9187.272727,81252.25,2.820454545,2
1094,63114,WT,AZ,MTN,WECC,9464671,1070180,63114,IPP Non-CHP,Mohave County Wind Farm,350,350,350,126,2774.603175,88.21428571,126.0396825,12484.41167,151.1515873,-114.4216306,35.82462295,3057.657143,0.11307102,8493.492063,75116.43651,2.777777778,2
1095,63132,WT,ME,NEW,NPCC,1941126,219485,63132,IPP Non-CHP,Longroad Energy Services LLC,72.6,72.6,72.6,22,3300,117,126,12468.98,180.1,-68.21906623,44.77503945,3023.209366,0.11307097,9976.590909,88233,3.3,2
1096,63133,WT,WY,MTN,WECC,7449337,842304,63133,IPP Non-CHP,"Roundhouse Renewable Energy, LLC",226,226,226,82,2762.926829,88.01219512,125.7926829,12437.27134,150.8304878,-105.1066226,41.06318862,3727.00885,0.113071002,10272,90845.57317,2.756097561,2
1097,63205,WT,WA,PACC,WECC,3663732,414262,63205,IPP Non-CHP,Southern Power Co,136,136.8,136.8,38,3600,82,136,14526.72,150,-122.5856729,46.71493218,3046.044118,0.113071043,10901.63158,96414,3.578947368,2
1098,63209,WT,TX,WSC,TRE,15858274,1793111,63209,IPP Non-CHP,"Aviator Wind, LLC",525,525,525,191,2748.795812,89.71204188,119.1675393,11172.85063,149.3382199,-100.6429321,31.80976549,3415.449524,0.113071006,9388.015707,83027.61257,2.748691099,2
1099,63251,WT,IL,ENC,RFC,2723016,307894,63251,IPP Non-CHP,"Leeward Asset Management, LLC",79,79,79,32,2753.125,89.09375,125.96875,12470.87406,151.996875,-89.60192797,41.20894206,3897.392405,0.113070948,9621.6875,85094.25,2.46875,2
1100,63258,WT,ND,WNC,MRO,6425520,726540,63258,IPP Non-CHP,"Aurora Wind Project, LLC",298.8,298.8,298.8,71,4208.450704,102.084507,140.7605634,15760.5707,172.543662,-103.1356362,48.51010463,2431.526104,0.113071004,10232.95775,90500.28169,4.208450704,2
1101,63269,WT,SD,WNC,MRO,7269635,821985,63269,Electric Utility,Northern States Power Co - Minnesota,200.6,200.6,200.6,88,2279.545455,88.97727273,116,10568.32,147.0772727,-96.9008456,44.9256805,4097.632104,0.113071014,9340.738636,82609.48864,2.279545455,2
1102,63287,WT,IA,WNC,MRO,1491178,168609,63287,IPP Non-CHP,Cerro Gordo Wind Farm,42,42,42,13,2300,80,116,10568.32,138.1,-93.45655494,43.06265069,4014.5,0.113071008,12969.92308,114706,3.230769231,2
1103,63327,WT,OK,WSC,MRO,8609254,973457,63327,IPP Non-CHP,Allete Clean Energy,303.5,303.5,303.5,112,2771.401869,89,125.9719626,12471.4872,151.8859813,-96.78122718,34.49187325,3207.436573,0.113071005,8691.580357,76868.33929,2.709821429,2
1104,63389,WT,IN,ENC,RFC,11129458,1258419,63389,IPP Non-CHP,"Jordan Creek Wind Farm, LLC",398.6,398.6,398.6,156,2679.466667,88.46666667,125.9733333,12471.7488,151.4333333,-87.44279195,40.40575559,3157.097341,0.113071005,8066.788462,71342.67949,2.555128205,2
1105,63436,WT,WY,MTN,WECC,1932069,218461,63436,Electric Utility,Black Hills Service Company LLC,52.5,52.5,52.5,21,2820,89,127,12667.69,152.4,-104.9933487,41.11215181,4161.161905,0.113071014,10402.90476,92003.28571,2.5,2
1106,63460,WT,MN,WNC,MRO,171583,19401,63460,IPP Non-CHP,"Rock County Wind Fuel, LLC",5,5,5,2,2500,80,116,10568.32,138.1,-96.2700675,43.636184,3880.2,0.113070642,9700.5,85791.5,2.5,2
1107,63489,WT,OK,WSC,MRO,3616346,408904,63489,Electric Utility,Public Service Co of Oklahoma,199,199,199,72,2808.181818,88.79545455,126.75,12619.97705,152.075,-98.62059075,36.508363,2054.79397,0.113071039,5679.222222,50227.02778,2.763888889,1
1108,63494,WT,OK,WSC,TRE,1698411,192041,63494,Electric Utility,Public Service Co of Oklahoma,288,288,288,103,2820,89,127,12667.69,152.4,-98.159558,36.210936,666.8090278,0.113070982,1864.475728,16489.42718,2.796116505,0
1109,63502,WT,NM,MTN,WECC,2655182,300224,63502,Electric Utility,Tucson Electric Power Co,249.8,249.8,249.8,62,4083,102,137.6,15042.576,170.9,-103.7637932,33.00496353,1201.857486,0.113070968,4842.322581,42825.51613,4.029032258,0
1110,63521,WT,IA,WNC,MRO,256636,29018,63521,IPP Non-CHP,Consolidated Edison Development Inc.,7.5,7.5,7.5,3,2242.5,82.25,115.625,10536.01875,140.125,-93.15036763,43.12499,3869.066667,0.113070653,9672.666667,85545.33333,2.5,2
1111,63578,WT,NM,MTN,MRO,18020260,2037569,63578,Electric Utility,Southwestern Public Service Co,522,522,522,240,2178.242678,80,118.9121339,11113.21678,139.3669456,-103.1955262,33.91839921,3903.388889,0.11307101,8489.870833,75084.41667,2.175,2
1112,63590,WT,OK,WSC,MRO,7889857,892114,63590,IPP Non-CHP,"Ponderosa Wind, LLC",200,200,200,100,2035.7,83.86,108,9196.4482,137.864,-100.691759,36.56291649,4460.57,0.113070997,8921.14,78898.57,2,2
1113,63601,WT,MI,ENC,RFC,3247244,367169,63601,Electric Utility,DTE Electric Company,383.5,383.5,383.5,136,2820,111.2426471,127,12667.69,174.6426471,-84.85694562,43.69214939,957.4159061,0.113070961,2699.772059,23876.79412,2.819852941,0
1114,63624,WT,TX,WSC,TRE,1438149,162613,63624,IPP Non-CHP,"Acciona Energy USA Global, LLC",198.5,198.5,198.5,63,3150,87.5,125,12271.85,150,-97.50702744,26.24565709,819.209068,0.113071038,2581.15873,22827.7619,3.150793651,0
1115,63639,WT,IA,WNC,MRO,2464698,278686,63639,Electric Utility,MidAmerican Energy Co,112.4,112.4,112.4,41,2741.95122,88.04878049,124.0487805,12104.44439,150.0268293,-94.8237708,40.67774054,2479.412811,0.113071054,6797.219512,60114.58537,2.741463415,1
1116,63640,WT,IA,WNC,MRO,5372924,607522,63640,Electric Utility,MidAmerican Energy Co,254.1,254.1,254.1,67,3893.650794,103.6111111,131.984127,13833.2927,169.6857143,-94.4451563,41.11419819,2390.877607,0.113071021,9067.492537,80192.89552,3.792537313,2
1117,63641,WT,IA,WNC,MRO,7145385,807936,63641,Electric Utility,MidAmerican Energy Co,252.5,252.5,252.5,122,3279.220779,97.33766234,126.6623377,12683.59857,160.6792208,-92.18080329,41.69608408,3199.746535,0.113071024,6622.42623,58568.72951,2.069672131,1
1118,63655,WT,TX,WSC,TRE,5473194,618859.65,63655,IPP Non-CHP,"EDF Renewable Asset Holdings, Inc.",242.5,242.5,242.5,59,4111.271186,102.3728814,138.1016949,15142.26576,171.5237288,-100.8657103,32.85264003,2551.998557,0.113071024,10489.14661,92766,4.110169492,2
1119,63666,WT,IN,ENC,RFC,3332897,376854,63666,IPP Non-CHP,"Bitter Ridge Wind Farm, LLC",130,130,130,52,2820,89,127,12667.69,152.4,-85.1050481,40.33743244,2898.876923,0.113071001,7247.192308,64094.17308,2.5,1
1120,63686,WT,MI,ENC,RFC,2810826,317823,63686,Electric Utility,Consumers Energy Co,150,150,150,60,2768,88.1,125.9,12457.753,150.97,-84.47421172,41.96799497,2118.82,0.113071033,5297.05,46847.1,2.5,1
1121,63687,WT,MI,ENC,RFC,3132846,354234,63687,Electric Utility,Consumers Energy Co,150,150,150,60,2493.448276,87.9137931,125.6724138,12414.31776,150.6775862,-84.78549783,43.19377,2361.56,0.11307099,5903.9,52214.1,2.5,1
1122,63739,WT,TX,WSC,TRE,6829470,772215,63739,IPP Non-CHP,"Las Majadas Wind Farm, LLC",272.6,272.6,272.6,125,2187.826087,91.26956522,119.3913043,11199.77461,151.0591304,-97.54877517,26.36827104,2832.776963,0.113071,6177.72,54635.76,2.1808,1
1123,63803,WT,CO,MTN,WECC,9404303,1063354,63803,IPP Non-CHP,"Bronco Plains Wind, LLC",300,299,299,108,2771.851852,88.16666667,125.9814815,12473.30389,151.0759259,-103.0171588,39.08854203,3544.513333,0.113071006,9845.87037,87076.87963,2.777777778,2
1124,63914,WT,WY,MTN,WECC,6723730,760259,63914,IPP Non-CHP,"Cedar Springs Wind, LLC",200,200,200,72,2769.444444,88.125,125.9305556,12463.58458,151.0097222,-105.4506125,43.07924739,3801.295,0.113071019,10559.15278,93385.13889,2.777777778,2
1125,63915,WT,WY,MTN,WECC,5926109,670071,63915,Electric Utility,PacifiCorp,200,198.8,198.8,72,2770.136986,88.1369863,125.9452055,12466.38055,151.0287671,-105.3532642,42.95085604,3350.355,0.113070988,9306.541667,82307.06944,2.777777778,2
1126,63916,WT,WY,MTN,WECC,4669915,528032,63916,IPP Non-CHP,"Cedar Springs Wind III, LLC",133,133,133,48,2776.666667,88.25,126.0833333,12492.7425,151.2083333,-105.5836478,43.08148529,3970.165414,0.113071009,11000.66667,97289.89583,2.770833333,2
1127,63941,WT,CA,PACC,WECC,383581,43372,63941,IPP Non-CHP,Terra-Gen Operating Co-Wind,14.4,14.4,14.4,4,3000,94,112,9852.03,150,-118.2987242,35.0653515,3011.944444,0.113071294,10843,95895.25,3.6,2
1128,63988,WT,IL,ENC,SERC,8055197,910809,63988,IPP Non-CHP,Invenergy Services LLC,250,250,250,94,2775.744681,88.23404255,126.0638298,12489.02021,151.1829787,-88.74948797,40.65966677,3643.236,0.113070978,9689.457447,85693.58511,2.659574468,2
1129,64057,WT,OR,PACC,WECC,3021190,341609,64057,Electric Utility,Portland General Electric Co,100,100,100,40,2450.243902,86.14634146,123.5121951,12002.0361,147.8658537,-119.5932517,45.52401759,3416.09,0.113071008,8540.225,75529.75,2.5,2
1130,64074,WT,KS,WNC,MRO,7143875,807765,64074,IPP Non-CHP,"Enel Kansas, LLC",198.8,198.8,198.8,74,2687.027027,87.54054054,124.2432432,12154.54892,149.5783784,-99.99978401,37.41728543,4063.204225,0.113070987,10915.74324,96538.85135,2.686486486,2
1131,64309,WT,KS,WNC,MRO,9186554,1038733,64309,IPP Non-CHP,Soldier Creek Wind LLC,300,300,300,120,2508,90,116,10568.32,148.1,-96.01094673,39.65697188,3462.443333,0.113071017,8656.108333,76554.61667,2.5,2
